AA,AIS,AV,EU,FJ,Fz,G,In,K,R,U,V,Vk,Wi,Wo,committees,date,fdf,id,other,title,year;;;;;;
0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,Fz (fdf) - In - V - Wi,29.10.2013,Fz,742/13,0,EntschlieÌÙung des Bundesrates zur Bundesanstalt fÌ_r Immobilienaufgaben (BImA),2013;;;;;;
,,,,,,,,,,,,,,,,25.10.2013,,741/13,,Stellungnahme der EuropÌ_ischen Kommission zu dem Beschluss des Bundesrates zum Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber die regelmÌ_ÌÙige technische ÌÏberwachung von Kraftfahrzeugen und KraftfahrzeuganhÌ_ngern und zur Aufhebung der Richtlinie 2009/40/EG C(2013) 6969 final,2013;;;;;;
,,,,,,,,,,,,,,,,24.10.2013,,740/13,,Entwurf eines Gesetzes zur Anpassung des Investmentsteuergesetzes und anderer Gesetze an das AIFM-Umsetzungsgesetz (AIFM-Steuer-Anpassungsgesetz - AIFM-StAnpG),2013;;;;;;
"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wi (fdf),24.10.2013,Wi,739/13,0,""Benennung eines Mitglieds und eines stellvertretenden Mitglieds fÌ_r den Beirat der Bundesnetzagentur fÌ_r ElektrizitÌ_t, Gas, Telekommunikation, Post und Eisenbahnen"",2013";;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),24.10.2013,Vk,738/13,0,Benennung eines Mitglieds und eines stellvertretenden Mitglieds fÌ_r den Eisenbahninfrastrukturbeirat,2013;;;;;;
,,,,,,,,,,,,,,,,14.10.2013,,737/13,,EntschlieÌÙungen des EuropÌ_ischen Parlaments,2013;;;;;;
"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,EU (fdf),23.10.2013,EU,736/13,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Arbeitsprogramm der Kommission 2014"",2013";;;;;;
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,EU (fdf) - Fz - Wi,23.10.2013,EU,735/13,0,Vorschlag fÌ_r eine Richtlinie des Rates zur Ìãnderung der Richtlinie 2006/112/EG Ì_ber das gemeinsame Mehrwertsteuersystem in Bezug auf eine Standard-MehrwertsteuererklÌ_rung,2013;;;;;;
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,AV (fdf),22.10.2013,AV,734/13,0,Entwurf einer Verordnung zur Ìãnderung der ErnÌ_hrungswirtschaftsmeldeverordnung,2013;;;;;;
0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,EU (fdf) - Fz - U - Vk - Wi,21.10.2013,EU,733/13,0,Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates zur Ìãnderung der Richtlinie 2003/87/EG Ì_ber ein System fÌ_r den Handel mit Treibhausgasemissionszertifikaten in der Gemeinschaft zur Umsetzung bis 2020 eines internationalen ÌÏbereinkommens Ì_ber die Anwendung eines einheitlichen globalen marktbasierten Mechanismus auf Emissionen aus dem internationalen Luftverkehr,2013;;;;;;
0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,EU (fdf) - In - R - Wi,21.10.2013,EU,732/13,0,Mitteilung der Kommission an den Rat und an das EuropÌ_ische Parlament: Schusswaffen und die innere Sicherheit der EU: Schutz der BÌ_rger und Unterbindung des illegalen Handels,2013;;;;;;
0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,AV (fdf) - Fz - In - K,18.10.2013,AV,731/13,0,Verordnung zur AblÌ¦sung der Versuchstiermeldeverordnung und zur Ìãnderung tierschutzrechtlicher Vorschriften,2013;;;;;;
"0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,EU (fdf) - Fz - In - K - U - Wi,14.10.2013,EU,730/13,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Langfristige Vision fÌ_r die Infrastruktur in Europa und darÌ_ber hinaus"",2013";;;;;;
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,AS (fdf) - Fz - In,16.10.2013,AS,729/13,0,Zweite Allgemeine Verwaltungsvorschrift zur Ìãnderung der KommunaltrÌ_ger-Abrechnungsverwaltungsvorschrift,2013;;;;;;
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,G (fdf) - In - K,16.10.2013,G,728/13,0,Ausbildungs- und PrÌ_fungsverordnung fÌ_r NotfallsanitÌ_terinnen und NotfallsanitÌ_ter (NotSan-APrV),2013;;;;;;
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,AS (fdf) - Fz - G,16.10.2013,AS,727/13,0,Verordnung Ì_ber maÌÙgebende RechengrÌ¦ÌÙen der Sozialversicherung fÌ_r 2014 (Sozialversicherungs-RechengrÌ¦ÌÙenverordnung 2014),2013;;;;;;
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,K (fdf) - Wi,16.10.2013,K,726/13,0,Benennung von Mitgliedern und stellvertretenden Mitgliedern des Verwaltungsrates der FilmfÌ¦rderungsanstalt,2013;;;;;;
,,,,,,,,,,,,,,,,14.10.2013,,725/13,,Stellungnahme der EuropÌ_ischen Kommission zu dem Beschluss des Bundesrates zum Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates Ì_ber die Konzessionsvergabe C(2013) 6373 final,2013;;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),24.10.2013,R,724/13,0,Verfahren vor dem Bundesverfassungsgericht,2013;;;;;;
",,,,,,,,,,,,,,,,28.10.2013,,723/13,,""GeschÌ_ftsordnungen fÌ_r den Vermittlungsausschuss, fÌ_r den Gemeinsamen Ausschuss und fÌ_r das Verfahren nach Artikel 115d des Grundgesetzes"",2013";;;;;;
,,,,,,,,,,,,,,,,25.10.2013,,722/13,,Wahl der Vorsitzenden des Wirtschaftsausschusses,2013;;;;;;
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,EU (fdf) - AS - Fz - Wi,08.10.2013,EU,721/13,0,Mitteilung der Kommission an das EuropÌ_ische Parlament und den Rat: StÌ_rkung der sozialen Dimension der Wirtschafts- und WÌ_hrungsunion,2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),02.10.2013,Fz,720/13,0,Bestellung von Mitgliedern des Verwaltungsrates der Kreditanstalt fÌ_r Wiederaufbau,2013;;;;;;
"0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,EU (fdf) - In,03.10.2013,EU,719/13,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: StÌ_rkung der Grundpfeiler der intelligenten Rechtsetzung durch eine bessere Evaluierung"",2013";;;;;;
"0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,EU (fdf) - U,03.10.2013,EU,718/13,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen - Effizienz und LeistungsfÌ_higkeit der Rechtsetzung (REFIT): Ergebnisse und Ausblick"",2013";;;;;;
"0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,EU (fdf) - AS - G - K - Wi,03.10.2013,EU,717/13,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat und den EuropÌ_ischen Wirtschafts- und Sozialausschuss: Bewertung der nationalen Reglementierungen des Berufszugangs"",2013";;;;;;
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,In (fdf) - AS - Fz - K,02.10.2013,In,716/13,0,Entwurf eines Gesetzes Ì_ber den Zugang von AuslÌ_nderinnen und AuslÌ_ndern zu den Sprachkursmodulen der Integrationskurse,2013;;;;;;
"0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,EU (fdf) - K,02.10.2013,EU,715/13,0,""Benennung von Beauftragten des Bundesrates in Beratungsgremien der EuropÌ_ischen Union fÌ_r die Hochrangige Expertengruppe der Kommission als vorlÌ_ufiger Ausschuss fÌ_r das Programm """"Kreatives Europa"""" (2014-2020)"",2013";;;;;;
"0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,EU (fdf) - K,02.10.2013,EU,714/13,0,""Benennung von Beauftragten des Bundesrates in Beratungsgremien der EuropÌ_ischen Union (""""Helsinki Group on Gender in Research and Innovation"""" der Kommission)"",2013";;;;;;
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,EU (fdf) - K,02.10.2013,EU,713/13,0,Benennung von Beauftragten des Bundesrates in Beratungsgremien der EuropÌ_ischen Union (Ausschuss der Kommission fÌ_r kulturelle Zusammenarbeit im Rahmen des Kulturprotokolls EU-Korea),2013;;;;;;
,,,,,,,,,,,,,,,,01.10.2013,,712/13,,Stellungnahme der Bundesregierung zu der EntschlieÌÙung des Bundesrates zur Erstellung eines Gesamtkonzepts zum Schutz deutschflaggiger Schiffe vor Piratenangriffen,2013;;;;;;
,,,,,,,,,,,,,,,,30.09.2013,,711/13,,Stellungnahme der Bundesregierung zu der EntschlieÌÙung des Bundesrates zum Gesetz zur DurchfÌ_hrung der Verordnung (EU) Nr. 211/2011 des EuropÌ_ischen Parlaments und des Rates vom 16. Februar 2011 Ì_ber die BÌ_rgerinitiative,2013;;;;;;
0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,U (fdf) - Fz - In - Vk - Wi,27.09.2013,U,710/13,0,EntschlieÌÙung des Bundesrates zur Schaffung von begrenzten und befristeten Privilegien fÌ_r Fahrzeuge mit besonders geringem Kohlendioxid (CO2)- und SchadstoffausstoÌÙ im Ì¦ffentlichen StraÌÙenraum und zur Kennzeichnung von Fahrzeugen mit besonders geringem CO2- und SchadstoffausstoÌÙ und Euro 6/VI-Fahrzeugen mittels Plaketten durch gesetzliche MaÌÙnahmen,2013;;;;;;
"0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,EU (fdf) - Fz - K,26.09.2013,EU,709/13,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen - Die Bildung Ì¦ffnen: Innovatives Lehren und Lernen fÌ_r alle mithilfe neuer Technologien und frei zugÌ_nglicher Lehr- und Lernmaterialien"",2013";;;;;;
,,,,,,,,,,,,,,,,17.10.2013,,708/13,,Bericht der Bundesregierung gemÌ_ÌÙ Artikel 13 Absatz 6 Satz 1 des Grundgesetzes fÌ_r das Jahr 2012,2013;;;;;;
",,,,,,,,,,,,,,,,20.09.2013,,707/13,,""Bericht zum Projekt """"Deutsches Elektronisches Meldesystem fÌ_r Infektionsschutz"""" (DEMIS)"",2013";;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Wi (fdf) - Fz,20.09.2013,Wi,706/13,0,Vierte Verordnung zur Ìãnderung der Zulassungskostenverordnung,2013;;;;;;
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,G (fdf) - AV,20.09.2013,G,705/13,0,Verordnung zur Ìãnderung der Arzneimittelverschreibungsverordnung und der Verordnung Ì_ber apothekenpflichtige und freiverkÌ_ufliche Arzneimittel,2013;;;;;;
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,AV (fdf) - G,20.09.2013,AV,704/13,0,Vierte Verordnung zur Ìãnderung der Pflanzenschutz-Anwendungsverordnung,2013;;;;;;
"0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,EU (fdf) - Fz - Wi,20.09.2013,EU,703/13,0,""Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber Indizes, die bei Finanzinstrumenten und Finanzkontrakten als Benchmark verwendet werden"",2013";;;;;;
,,,,,,,,,,,,,,,,30.09.2013,,702/13,,Wahl der Vorsitzenden der AusschÌ_sse,2013;;;;;;
,,,,,,,,,,,,,,,,11.10.2013,,701/13,,Wahl des Vorsitzenden und der stellvertretenden Vorsitzenden der Europakammer,2013;;;;;;
,,,,,,,,,,,,,,,,11.10.2013,,700/13,,Wahl des PrÌ_sidiums,2013;;;;;;
"0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,EU (fdf) - AV - U,20.09.2013,EU,699/13,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen - Eine neue EU-Forststrategie: fÌ_r WÌ_lder und den forstbasierten Sektor"",2013";;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),19.09.2013,Fz,698/13,0,HaushaltsfÌ_hrung ÌÏber- und auÌÙerplanmÌ_ÌÙige Ausgaben und VerpflichtungsermÌ_chtigungen im zweiten Vierteljahr des Haushaltsjahres 2013; VierteljÌ_hrliche Mitteilung gemÌ_ÌÙ å¤ 37 Absatz 4 BHO in Verbindung mit å¤ 4 Absatz 2 HG,2013;;;;;
,,,,,,,,,,,,,,,,18.09.2013,,697/13,,Stellungnahme der Bundesregierung zu der EntschlieÌÙung des Bundesrates zum Dritten Gesetz zur Neuregelung energiewirtschaftsrechtlicher Vorschriften,2013;;;;;;
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In (fdf) - FS,18.09.2013,In,696/13,0,Zweite Allgemeine Verwaltungsvorschrift zur Ìãnderung der Allgemeinen Verwaltungsvorschrift zum Gesetz Ì_ber die Ìãnderung von Familiennamen und Vornamen (2. NamÌãndVwV),2013;;;;;;
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,AS (fdf) - G,18.09.2013,AS,695/13,0,Achte Allgemeine Verwaltungsvorschrift zur Ìãnderung der Allgemeinen Verwaltungsvorschrift Ì_ber das Rechnungswesen in der Sozialversicherung,2013;;;;;;
"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,G (fdf),17.09.2013,G,694/13,0,""Benennung eines Mitglieds des Stiftungsrates der Stiftung """"HumanitÌ_re Hilfe"""" fÌ_r durch Blutprodukte HIV-infizierte Personen"",2013";;;;;;
"0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,EU (fdf) - In - Wi,17.09.2013,EU,693/13,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: BÌ_rgerinnen und BÌ_rger und Unternehmen besser fÌ_r die Wahrnehmung ihrer Rechte im Binnenmarkt ausrÌ_sten - Aktionsplan zur Verbesserung und Weiterentwicklung von """"Ihr Europa"""" in Zusammenarbeit mit den Mitgliedstaaten"",2013";;;;;;
0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,EU (fdf) - G - In,17.09.2013,EU,692/13,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber neue psychoaktive Substanzen,2013;;;;;;
0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,EU (fdf) - G - In,17.09.2013,EU,691/13,0,Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates zur Ìãnderung des Rahmenbeschlusses 2004/757/JI des Rates vom 25. Oktober 2004 zur Festlegung von Mindestvorschriften Ì_ber die Tatbestandsmerkmale strafbarer Handlungen und die Strafen im Bereich des illegalen Drogenhandels hinsichtlich der Drogendefinition,2013;;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),27.09.2013,R,690/13,0,Verfahren vor dem Bundesverfassungsgericht,2013;;;;;;
"0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,EU (fdf) - AV - In - K - Wi,12.09.2013,EU,689/13,0,""Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber MaÌÙnahmen zum europÌ_ischen Binnenmarkt der elektronischen Kommunikation und zur Verwirklichung des vernetzten Kontinents und zur Ìãnderung der Richtlinien 2002/20/EG, 2002/21/EG und 2002/22/EG und der Verordnungen (EG) Nr. 1211/2009 und (EU) Nr. 531/2012"",2013";;;;;;
0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,EU (fdf) - G - In - K,11.09.2013,EU,688/13,0,Vorschlag fÌ_r eine Empfehlung des Rates zur sektorÌ_bergreifenden UnterstÌ_tzung gesundheitsfÌ¦rdernder kÌ¦rperlicher AktivitÌ_t,2013;;;;;;
,,,,,,,,,,,,,,,,11.09.2013,,687/13,,Entwurf eines Gesetzes zur BekÌ_mpfung des Missbrauchs von WerkvertrÌ_gen und zur Verhinderung der Umgehung von arbeitsrechtlichen Verpflichtungen,2013;;;;;;
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,R (fdf) - In,11.09.2013,R,686/13,0,Entwurf eines Gesetzes zur Erleichterung der Umsetzung der Grundbuchamtsreform in Baden-WÌ_rttemberg,2013;;;;;;
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,G (fdf) - AV - In,11.09.2013,G,685/13,0,Allgemeine Verwaltungsvorschrift Ì_ber die Koordinierung des Infektionsschutzes in epidemisch bedeutsamen FÌ_llen (Verwaltungsvorschrift-IfSG-Koordinierung - IfSGKoordinierungs-VwV),2013;;;;;;
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Wi (fdf) - In - U,05.09.2013,Wi,684/13,0,Sondergutachten der Monopolkommission gemÌ_ÌÙ å¤ 62 Absatz 1 des Energiewirtschaftsgesetzes Energie 2013 - Wettbewerb in Zeiten der Energiewende,2013;;;;;;
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,EU (fdf) - AS - In - Vk,10.09.2013,EU,683/13,0,Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates zur Festlegung technischer Vorschriften fÌ_r Binnenschiffe und zur Aufhebung der Richtlinie 2006/87/EG des EuropÌ_ischen Parlaments und des Rates,2013;;;;;;
0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,EU (fdf) - U - Vk,10.09.2013,EU,682/13,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zur Ìãnderung der Verordnung (EG) Nr. 718/1999 des Rates vom 29. MÌ_rz 1999 Ì_ber kapazitÌ_tsbezogene MaÌÙnahmen fÌ_r die Binnenschifffahrtsflotten der Gemeinschaft zur FÌ¦rderung des Binnenschiffsverkehrs,2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),10.09.2013,Fz,681/13,0,Zweite Verordnung zur DurchfÌ_hrung des Finanzausgleichsgesetzes im Ausgleichsjahr 2012,2013;;;;;;
"0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,Fz (fdf) - AS - G - U - Wi - Wo,10.09.2013,Fz,680/13,0,""EntschlieÌÙung des Bundesrates fÌ_r eine gerechte und zukunftsorientierte Wirtschafts-, Steuer- und Sozialpolitik in Deutschland"",2013";;;;;;
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,EU (fdf) - AV - Fz - U,09.09.2013,EU,679/13,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber die PrÌ_vention und die Kontrolle der Einbringung und Verbreitung invasiver gebietsfremder Arten,2013;;;;;;
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,EU (fdf) - Fz - Wi,06.09.2013,EU,678/13,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber Geldmarktfonds,2013;;;;;;
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,EU (fdf) - Fz - Wi,06.09.2013,EU,677/13,0,Mitteilung der Kommission an den Rat und das EuropÌ_ische Parlament: Schattenbankwesen - EindÌ_mmung neuer Risikoquellen im Finanzsektor,2013;;;;;;
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,EU (fdf),04.09.2013,EU,675/13,0,Vorschlag fÌ_r einen Beschluss des Rates Ì_ber die Unterzeichnung - im Namen der EuropÌ_ischen Union und ihrer Mitgliedstaaten - und die vorlÌ_ufige Anwendung des Protokolls zum Abkommen Ì_ber die Zusammenarbeit und eine Zollunion zwischen der EuropÌ_ischen Gemeinschaft und ihren Mitgliedstaaten einerseits und der Republik San Marino andererseits zur Einbeziehung der Republik Kroatien als Vertragspartei nach ihrem Beitritt zur EuropÌ_ischen Union,2013;;;;;;
0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,EU (fdf) - Fz - K - U - Wi,04.09.2013,EU,674/13,0,Vorschlag fÌ_r einen Beschluss des Rates zur Ìãnderung der Entscheidung 2007/198/Euratom des Rates Ì_ber die Errichtung des europÌ_ischen gemeinsamen Unternehmens fÌ_r den ITER und die Entwicklung der Fusionsenergie sowie die GewÌ_hrung von VergÌ_nstigungen dafÌ_r,2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,AS (fdf) - Fz,04.09.2013,AS,673/13,0,Verordnung zur Bestimmung des fÌ_r die Fortschreibung der Regelbedarfsstufen nach å¤ 28a des ZwÌ¦lften Buches Sozialgesetzbuch maÌÙgeblichen Prozentsatzes sowie zur ErgÌ_nzung der Anlage zu å¤ 28 des ZwÌ¦lften Buches Sozialgesetzbuch fÌ_r das Jahr 2014 (Regelbedarfsstufen-Fortschreibungsverordnung 2014 - RBSFV 2014),2013;;;;;;
0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,Vk (fdf) - In - U - Wi,03.09.2013,Vk,672/13,0,Entwurf einer ... Verordnung zur Ìãnderung der Fahrzeug-Zulassungsverordnung und der StraÌÙenverkehrs-Ordnung,2013;;;;;;
0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,Vk (fdf) - Fz - In - U - Wi,03.09.2013,Vk,671/13,0,Entwurf eines ... Gesetzes zur Ìãnderung des StraÌÙenverkehrsgesetzes,2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Fz (fdf) - Wi,03.09.2013,Fz,670/13,0,Entwurf eines Gesetzes zur FortfÌ_hrung des permanenten Lohnsteuer-Jahresausgleichs beim Lohnsteuerabzug fÌ_r AushilfskrÌ_fte und kurzfristige BeschÌ_ftigungen,2013;;;;;;
",,,,,,,,,,,,,,,,27.08.2013,,669/13,,""Bericht der Bundesregierung zu Ausgangslage und Perspektiven der Post-2015-Agenda fÌ_r nachhaltige Entwicklung - Gemeinsame globale Herausforderungen, Interessen und Ziele"",2013";;;;;;
"0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,EU (fdf) - Fz - In - Vk,30.08.2013,EU,668/13,0,""Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zur Ìãnderung der Verordnung (EG) Nr. 91/2003 des EuropÌ_ischen Parlaments und des Rates vom 16. Dezember 2002 Ì_ber die Statistik des Eisenbahnverkehrs im Hinblick auf die Erfassung von Daten Ì_ber GÌ_ter, FahrgÌ_ste und UnfÌ_lle"",2013";;;;;;
,,,,,,,,,,,,,,,,30.07.2013,,667/13,,EntschlieÌÙungen des EuropÌ_ischen Parlaments,2013;;;;;;
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,AV (fdf),30.08.2013,AV,666/13,0,Verordnung zur Weiterentwicklung der Marktstruktur im Agrarbereich (Agrarmarktstrukturverordnung - AgrarMSV),2013;;;;;;
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,U (fdf) - In - Wi,30.08.2013,U,665/13,0,Verordnung zur Fortentwicklung der abfallrechtlichen ÌÏberwachung,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AS (fdf),30.08.2013,AS,664/13,0,Entwurf eines Gesetzes zu dem Abkommen vom 8. April 2013 zwischen der Bundesrepublik Deutschland und der Republik ÌĞstlich des Uruguay Ì_ber Soziale Sicherheit,2013;;;;;;
0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,R (fdf) - Fz - Wi,30.08.2013,R,663/13,0,Entwurf eines Gesetzes zur Erleichterung der BewÌ_ltigung von Konzerninsolvenzen,2013;;;;;;
,,,,,,,,,,,,,,,,16.07.2013,,662/13,,EntschlieÌÙungen des EuropÌ_ischen Parlaments,2013;;;;;;
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,AV (fdf) - EU - Fz - U,29.08.2013,AV,661/13,0,EntschlieÌÙung des Bundesrates zur Nationalen Umsetzung der GAP-Reform,2013;;;;;;
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,AV (fdf),27.08.2013,AV,660/13,0,Zweite Verordnung zur Ìãnderung weinrechtlicher Vorschriften und der Alkoholhaltige GetrÌ_nke-Verordnung,2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,AS (fdf) - Fz,27.08.2013,AS,659/13,0,Sechste Verordnung zur Ìãnderung der Sozialversicherungsentgeltverordnung,2013;;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),26.08.2013,R,658/13,0,Vorschlag der Bundesministerin der Justiz fÌ_r die Ernennung von BundesanwÌ_lten beim Bundesgerichtshof,2013;;;;;;
,,,,,,,,,,,,,,,,20.08.2013,,657/13,,Stellungnahme der Bundesregierung zu der EntschlieÌÙung des Bundesrates zum FÌ_nfzehnten Gesetz zur Ìãnderung des Arzneimittelgesetzes,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wi (fdf),23.08.2013,Wi,656/13,0,AuÌÙenwirtschaftsverordnung (AWV),2013;;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),09.09.2013,R,655/13,0,Verfahren vor dem Bundesverfassungsgericht,2013;;;;;;
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Vk (fdf) - In,20.08.2013,Vk,654/13,0,Achte Verordnung zum Erlass und zur Ìãnderung eisenbahnrechtlicher Vorschriften,2013;;;;;;
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,AS (fdf) - G,20.08.2013,AS,653/13,0,Erste Verordnung zur Ìãnderung der Renten Service Verordnung,2013;;;;;;
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,AS (fdf) - AV - Fz,20.08.2013,AS,652/13,0,Verordnung zur Ermittlung des Arbeitseinkommens aus der Land- und Forstwirtschaft fÌ_r das Jahr 2014 (Arbeitseinkommenverordnung Landwirtschaft 2014 - AELV 2014),2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),19.08.2013,Fz,651/13,0,Bericht der Bundesregierung Ì_ber die Entwicklung der Finanzhilfen des Bundes und der SteuervergÌ_nstigungen fÌ_r die Jahre 2011 bis 2014 (24. Subventionsbericht),2013;;;;;;
,,,,,,,,,,,,,,,,12.08.2013,,650/13,,Stellungnahme der Bundesregierung zu der EntschlieÌÙung des Bundesrates zur Zweiten Verordnung zur Ìãnderung der Fruchtsaftverordnung und anderer lebensmittelrechtlicher Vorschriften,2013;;;;;;
,,,,,,,,,,,,,,,,08.08.2013,,649/13,,Stellungnahme der Bundesregierung zu der EntschlieÌÙung des Bundesrates zur Zweiten Verordnung zur Ìãnderung von Vorschriften zur DurchfÌ_hrung des gemeinschaftlichen Lebensmittelhygienerechts,2013;;;;;;
"0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,EU (fdf) - In - R,13.08.2013,EU,648/13,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Verbesserung der OLAF-Governance und StÌ_rkung der Verfahrensgarantien bei OLAF-Untersuchungen - Ein schrittweiser Ansatz zur Begleitung der Einrichtung der EuropÌ_ischen Staatsanwaltschaft"",2013";;;;;;
